,Startup Name,Founder(s),Funding Year,Funding Month,Funding Day,Founding Date,Industry/Vertical,Funding Date,Sub-Vertical,City,Investor(s),Investment Amount (USD),Investment Type,Remarks
3269,Fpl Technologies,Anurag Sinha,2020,08,01,,Fintech,01/08/2020,Onescore App Is Built By Fpl - Free Credit Scoring And Monitoring,Pune,"Matrix Partners India, Sequoia Capital India, Hummingbird Ventures",10000000,Series A,
3270,Masai School,"Prateek Shukla, Nrupul Dev, Yogesh Bhat",2020,08,01,2019,EdTech,01/08/2020,It Trains Tech Aspirants In Full Stack Wed And Android Development,Bangalore,"Unitus Ventures, India Quotient, Angellist India",2500000,Series A,
3271,Mitron,"Shivank Agarwal, Anish Khandelwal.",2020,08,01,,Media,01/08/2020,Short Video And Social Platform,Bangalore,Nexus Venture Partners,5000000,Series A,
3272,Daalchini,"Prerna Kalra, Vidya Bhushan",2020,08,01,2017,IT,01/08/2020,Physical And Digital Vending Machines Startup,,Artha Venture Fund,669000,Series A,
3273,Suno India,"Dvl Padma Priya, Rakesh Kamal, Tarun Nirwan",2020,08,01,2018,Media,01/08/2020,Multilingual Podcast Platform,,Shobu Yarlagadda,0,,
3274,Lendingkart,"Public Banks, Private Lenders",2020,08,01,2014,Fintech,01/08/2020,Provides Working Capital Loans And Business Loans To Msmes,Ahmedabad,"Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, Indiaquotient",16076000,Series D to late stage,
3275,Text Mercato,"Kiran Ramakrishna, Subhajit Mukherjee",2020,08,01,2015,Other,01/08/2020,Cataloguing Startup That Serves Ecommerce Platforms,Bangalore,1Crowd,649600,Series A,
3276,Eden Smart Homes,"Pranjal Kacholia, Divyansh Mathur",2020,08,01,2018,IT,01/08/2020,Develops Smart Home Automation Systems,,Inflection Point Ventures,0,,
3277,Grayquest,Rishab Mehta,2020,08,01,2017,EdTech,01/08/2020,Enables Parents To Pay Their Annual Education Fees In Up To 12 Monthly Installments,Greater Mumbai,Foundation Holdings,1000000,Series A,
3278,Bighaat,"Sateesh Nukala, Sachinnandwana",2020,08,01,2015,Agritech,01/08/2020,Agri-Inputs Ecommerce Player,Bangalore,"Ankur Capital, Beyond Next Ventures",2000000,Series A,
3279,Citycash,Vineet Toshniwala,2020,08,01,2017,Fintech,01/08/2020,Focusses On Creating A Transit Led Micro-Payments Ecosystem,Greater Mumbai,Orios Venture Partners,1000000,Early stage,
3280,Homelane,"Srikanth Iyer, Rama Harinath",2020,08,01,2014,Fashion,01/08/2020,Provides Interior Designing Solutions,Chennai,"Evolvence India Fund (Eif), Pidilite Group, Fj Labs",1000000,Series D to late stage,
3281,Hungerbox,"Sandipan Mitra, Uttam Kumar",2020,08,01,2015,Food & Beverages,01/08/2020,"Offers B2B Tech Platform To Corporates, Aimed At Improving The Operations Of Their Cafeterias",Bangalore,Iifl Income Opportunities Fund,6700000,Series C,
3282,Daveai,"Ananthakrishnan Gopal, Ashok Balasundaram, Sriram P H",2020,08,01,,AI,01/08/2020,Sales Augmentation Platform With A Vision To Democratise Ai For Enterprises,Bangalore,Mumbai Angels Network,0,,
3283,Eduvanz,"Varun Chopra, Raheel Shah",2020,08,01,2016,Fintech,01/08/2020,Digital Finance Nbfc That Provides Affordable Education Loans,Greater Mumbai,Sequoia India,5000000,Series A,
3284,Ziploan,"Kshitj Puri, Shalabh Singhal",2020,08,01,2015,Fintech,01/08/2020,Provides Loans To Msmes,Delhi,Stride Ventures,2000000,Other,
3285,Docsumo,"Rushabh Sheth, Bikram Dahl",2020,08,01,2019,AI,01/08/2020,Platform Helps To Automate And Analyse Financial Data,Greater Mumbai,"Better Capital, Techstars, Barclays.",220000,Early stage,
3286,Cusmat,"Abhinav Ayan, Anirban Jyoti Chakravorty, Soumyaranjan Harichandan",2020,08,01,2016,IT,01/08/2020,It Builds High Immersion Training Systems For Enterprises,Warangal,"Venture Catalysts,  Raveen Sastry",0,,
3287,Chingari,"Biswatma Nayak, Siddharth Gautam",2020,08,01,2018,Media,01/08/2020,Short Video Platform,Bangalore,"Angellist India, Utsav Somani, Village Global, Logx Ventures, Jasminder Singh Gulati",1300000,Early stage,
3288,Bolo Indya,Varun Saxena,2020,08,01,,Media,01/08/2020,User-Generated Content Platform,,"Eagle10 Ventures, India Accelerator, Hnis",300000,Series A,
3289,Data Sutram,"Rajit Bhattacharya, Aisik Paul, Ankit Das",2020,08,01,2018,AI,01/08/2020,Platform Gathers Intel From External Data To Provide Location-Based Data Intelligence.,Kolkata,"Uday Sodhi, Mitesh Shah, Nitin Jain",266500,Other,
3290,Wobot Intelligence,"Adit Chhabra, Tapan Dixit,Tanay Dixit.",2020,08,01,,AI,01/08/2020,Ai Backed Video Analytics Platform,Delhi,Sequoia Capital India,2500000,Series A,
3291,Drinkprime,"Viijender Reddy, Manas Ranjan Hota",2020,08,01,,SaaS,01/08/2020,Subscription-Based Water Purifier Startup,Bangalore,Sequoia Surge,2879000,Series A,
3292,Infeedo,"Tanmaya Jain, Varun Puri",2020,08,01,2013,Consulting,01/08/2020,An Employee Engagement Hr Analytics Platform,,Y Combinator,700000,Other,
3293,Probus Smart Things,"Anand Singh, Ankit Vaish",2020,08,01,,IT,01/08/2020,Platform For Monitoring Distribution Sub-Station Performance And Operations,Delhi,Unicorn India Ventures,0,,
3294,Crowdpouch,Vittal Ramakrishna,2020,08,01,,Technology,01/08/2020,A Reward-Based Fundraising And Preselling Platform,Bangalore,Elina Investments,0,,
3295,Agrowave,Anu Meena,2020,09,01,2017.0,Agritech,01/09/2020,Agrowave Engages In Transforming Agriculture Supply Chain By Connecting Farms To Businesses.,,Sekhar Puli,500000,Other,
3296,Hire Me Car,Anmol Singh Jaggi,2020,09,01,2015.0,Other,01/09/2020,Hiremecar.Com Offers Customers The Fastest And Easiest Way To Plan Road Travel.,Noida,Us Based Nri Investors,0,,
3297,Oga Fit,Ashish Rawat,2020,09,01,2017.0,Health & Fitness,01/09/2020,The New-Age Home Workout App That Gives You An Unmatched Boutique Digital Fitness Studio Experience.,Bangalore,"Inflection Point Ventures, Mitesh Shah",0,,
3298,Shipskart,"Dhruv Sawhney, Vivek Sahi, Sunny Bagla",2020,09,01,2018.0,E-commerce,01/09/2020,"Shipskart Platform That Streamlines The Way Marine Stores Are Ordered, Approved And Received On Board With The Help Of Technology.",New Delhi,Betatron,200000,Series A,
3299,Sapio Analytics,"Ashwin Srivastava, Hardik Somani",2020,09,01,2018.0,Technology,01/09/2020,Sapio Analytics Provides Ai-Powered Policymaking Solutions For Government Institutions.,Greater Mumbai,,150000,Other,
3300,Squadstack,"Apurv Agrawal, Kanika Jain, Rishabh Ladha, Vikas Gulati",2020,09,01,2014.0,Technology,01/09/2020,"Empowering Consumer Businesses To Improve Their Sales Conversions And Funnel Efficiency, Using Artificial Intelligence & Data Science.",,"Chiratae Ventures, Blume Ventures",5000000,Series A,
3301,Financepeer,"Debi Prasad Baral, Naveesh Reddy, Rohit Gajbhiye, Sunit Gajbhiye",2020,09,01,2017.0,EdTech,01/09/2020,Financepeer Is An Ai Based Peer To Peer Lending Platform.,Greater Mumbai,"Ravi Sanghvi, Pitchright Venture",3000000,Series A,
3302,Cashify,"Amit Sethi, Mandeep Manocha, Nakul Kumar",2020,09,01,2009.0,E-commerce,01/09/2020,Cashify.In Is An E-Commerce Platform For Reselling Used Electronic Gadgets.,,"Bessemer Venture Partners, Cdh Investments",10000000,Series A,
3303,Taimei,Lu Zhao,2020,09,01,2013.0,Health & Fitness,01/09/2020,Taimei Technology Provides A Cloud Platform For Clinical Research Collaboration.,"Jiaxing, Zhejiang, China","Cowin Venture, Zsvc",176000000,Other,
3304,Etrio,Deepak Mv,2020,09,01,2017.0,Automotive,01/09/2020,"Etrio Is An Electric Vehicle Company In India With Tata Ace Electric, Electric Tata Ace Ht",Greater Hyderabad ,Hnis,3000000,Series A,
3305,Codeyoung,"Shailendra Dhakad, Rupika Taneja",2020,09,01,2019.0,EdTech,01/09/2020,Codeyoung Provides Live Online Coding Classes For Kids Between The Age Of 5 - 17.,Bangalore,Guild Capital,0,,
3306,Stayqrious,"Aanand Srinivas, Avinash Anand, Shankar Ram A",2020,09,01,2020.0,EdTech,01/09/2020,"Live Online Coding Courses With Social Learning. Build Coding Skills, Confident Communication And Leadership Skills With Your Very Own Coach.",Bangalore,Y Combinator,0,,
3307,Sunstone Eduversity,"Ashish Munjal, Piyush Nangru",2020,09,01,2014.0,EdTech,01/09/2020,India'S Only Business School That Offers Mba & Pgdm Programs With 100% Placement Assurance.,,Prime Venture Partners,3000000,Series A,
3308,Infilect,"Anand Prabhu Subramanian, Vijay Gabale",2020,09,01,2015.0,SaaS,01/09/2020,Infilect Technologies Specialises In Visual Content Intelligence By Parsing Large-Scale Visual Content Such As Photos And Videos,Bangalore,"Mela Ventures, 1Crowd",1500000,Series A,
3309,Avanse Financial Services,Amit Gainda,2020,09,01,2012.0,Fintech,01/09/2020,"Avanse, Regulated By The Reserve Bank Of India, Is An Education Finance Company That Operates As A Non-Banking Finance Company (Nbfc).",Greater Mumbai,International Finance Corporation,15000000,Other,
3310,Mobigarage,"Vaibhav Kapoor, Pulkit Kapoor",2020,09,01,2017.0,E-commerce,01/09/2020,An Ecommerce Platform For Refurbished Electronics.,New Delhi,,0,,
3311,Samunnati,Anil Kumar,2020,09,01,2014.0,Food & Beverages,01/09/2020,Samunnati Is A Financial Service Provider Focused On Agri Value Chains.,Chennai,"Responsability, Accel",20000000,Series B,
3312,Weinnovate Biosolutions,"Dr Milind Choudhari, Dr Prasad Bhagat, And Dr Anupama",2020,09,01,2016.0,Health & Fitness,01/09/2020,Startup Working Dedicatedly In The Area Of Healthcare-Therapeutic Solutions.,Pune,Chiratae Ventures,0,,
3313,Yummy Corp,Mario Suntanu,2020,09,01,2017.0,Food & Beverages,01/09/2020,"Yummy Corp Is A Food & Beverages Company That Provides Delicious, Fresh, And Creative Food Solutions For Everyday Corporate And Group Needs.","Tangerang, Jawa Barat, Indonesia","Palm Drive Capital, Amatil X Ventures",12000000,Series B,
3314,Industry Buying,"Rahul Gupta, Swati Gupta",2020,09,01,2013.0,E-commerce,01/09/2020,India'S Largest Industrial Ecommerce Platform,New Delhi,"Blacksoil, Beenext",15000000,Other,
3315,Hopscotch,Rahul Anand,2020,09,01,2011.0,E-commerce,01/09/2020,"Hopscotch Provides An Insider Access To International Brands For Babies, Kids, And Moms.",Greater Mumbai,"Marc Lore, Rise Capital",25000000,Other,
3316,Pristyn Care,Harsimarbir (Harsh) Singh,2020,09,01,2018.0,Health & Fitness,01/09/2020,Pristyn Care Is Health Care Startup That Is Disrupting Day Care Procedures.,,"Sequoia Capital India, Hummingbird Ventures",11000000,Other,
3317,Clairvolex,Manoj Pillai,2020,09,01,2006.0,Technology,01/09/2020,Clairvolex Is An Ip Solutions Company That Manages Ip Assets Of Large Corporations Using An Ipam Model.,,"Jf Mauritius Spv, Indusage Partners",2000000,Early Stage,
3318,Woodenstreet,"Dinesh Pratap, Lokendra Ranawat, Vikas Baheti, Virendra Ranawat",2020,09,01,2015.0,Other,01/09/2020,Wooden Street Is A Online Furniture Platform That Provides Custom Made & Ready To Order Furniture.,,"Ian Fund, Rajasthan Venture Capital Fund",0,,
3319,Acko,"Ruchi Deepak, Varun Dua",2020,09,01,2016.0,Fintech,01/09/2020,Acko General Insurance Is A Private Sector General Insurance Company In India.,Greater Mumbai,"Rps Ventures, Intact Ventures",60000000,Other,
3320,Farmers Fresh Zone,Pradeep Ps,2020,09,01,2015.0,Agritech,01/09/2020,Farmersfz Is An Online Venture For Fresh And Safe Vegetables And Agri Products.,Kochi,"Artha India Ventures, Nagaraja Prakasam",470000,Other,
3321,Assiduus,Somdutta Singh,2020,09,01,,E-commerce,01/09/2020,"Assiduus Leverages Its Ecommerce Experience To Help Build, Grow And Scale Your Brand On Various Ecommerce Platforms",Bangalore,Vc Firm K Partners,1000000,Series A,
3322,Brinton,Rahul Darda,2020,09,01,2014.0,Health & Fitness,01/09/2020,Brinton Is One Of The Fastest Growing Pharmaceutical Companies Spreading Its Network Worldwide.,,"India Alternatives Private Equity Fund, Tata Capital",1300000,Early Stage,
3323,Invento,"Balaji Viswanathan, Bharat Kumar, Mahalakshmi Radhakrishnan",2020,09,01,2016.0,AI,01/09/2020,Invento Robotics Specializes In Developing Service Robots Intended For Customer Interactions.,Bangalore,"Chiripal Group, Ratish Kumar Nair",0,,
3324,Infurnia,"Lovepreet Mann, Nikhil Kumar, Parul Jain",2020,09,01,2014.0,Technology,01/09/2020,Infurnia Technologies Is An Eponymous Cloud-Based Architecture Design Software Platform.,Bangalore,"Pallav Nadhani, Idein Ventures",240000,Other,
3325,Afk Gaming,Nishant Patel,2020,09,01,2012.0,Entertainment,01/09/2020,Afk Gaming Is A Media And Entertainment And Gaming Company Located In Mumbai.,Greater Mumbai,,200000,Series A,
3326,Analytiqsports'S Supercric,"Suhail Chandhok, Arvind Sivdas, Dhanya Param",2020,09,01,2019.0,Entertainment,01/09/2020,Supercric Is India'S First Strategy Cricket Manager Simulation Game,Bangalore,,0,,
3327,Snowflake,"Benoit Dageville, Bob Muglia, Marcin Zukowski, Thierry Cruanes",2020,09,01,2012.0,Technology,01/09/2020,Snowflake Is A Cloud Data Platform That Provides A Data Warehouse-As-A-Service Designed For The Cloud.,,"Salesforce Ventures, Dragoneer Investment Group",3000000000,Other,
3328,Infarm,"Erez Galonska, Guy Galonska, Osnat Michaeli",2020,09,01,2013.0,Agritech,01/09/2020,Infarm Builds And Distributes Highly Efficient Vertical Farms Throughout Cities To Grow Fresh Produce Right In Your Neighbourhood.,,"Bonnier Ventures, Hanaco Venture Capital",170000000,Series C,
3329,Zuper,Vijay Narasiman,2020,09,01,2016.0,SaaS,01/09/2020,Zuper Is A Productivity Suite For Service Businesses To Mobile Field Workforce And Automate All Business Operations.,,"Gemba Capital, Gunderson Dettmer",1100000,Early stage,
3330,Genietalk,"Santosh Kataria, Ankit Kimtee, Vivek Jain",2020,09,01,2016.0,Technology,01/09/2020,Genietalk As A Virtual Assistant Uses Ai To Bring Conversation Commerce With A Personalised Experience On The App.,Indore,,750000,Other,
3331,Classplus,"Bhaswat Agarwal, Bikash Dash, Mukul Rustagi, Vatsal Rustagi",2020,09,01,2018.0,EdTech,01/09/2020,Classplus Offers A Mobile-First Saas Platform For 3000+ Tutors To Offer Their Curriculum And Operations Completely Online.,Noida,"Spiral Ventures, Surge",10000000,Other,
3332,Mobile Premier League,"Sai Srinivas Kiran G, Shubham Malhotra",2020,09,01,2018.0,Entertainment,01/09/2020,Mobile Premier League(Mpl) Is A Skill Based E-Sports Platform Where You Can Play Your Favourite Mobile Games,Bangalore,"Sequoia Capital India, Times Internet",74000000,Other,
3333,Fourth Partner Energy,"Saif Dhorajiwala, Vikas Saluguti, Vivek Subramanian",2020,09,01,2010.0,Energy,01/09/2020,Fourth Partner Energy Provides Turnkey Rooftop Solar Energy Solutions For Customers In India.,Greater Hyderabad ,"Responsability, Grameen Impact India (Giii)",16000000,Other,
3334,Flipkart,"Binny Bansal, Sachin Bansal",2020,09,01,2007.0,E-commerce,01/09/2020,Flipkart Is An E-Commerce Marketplace That Offers Over 30 Million Products Cross 70+ Categories.,Bangalore,"Tencent Holdings, Walmart",62000000,Other,
3335,Mcaffeine,"Tarun Sharma, Vikas Lachhwani",2020,09,01,2015.0,Automotive,01/09/2020,"Mcaffeine Is A Personal Care Brand That Offers Caffein-Infused Face, Body, And Hair Care Products.",Greater Mumbai,"Rpsg Ventures, Amicus Capital",2900000,Series B,
3336,Origa,Shrirang Tambe,2020,09,01,2013.0,Fintech,01/09/2020,The Charioteer Of Your Growth At All Times.,,"500 Startups, Ah! Ventures",2000000,Early Stage,
3337,Gullybuy Software,Shirish Deodhar,2020,09,01,2019.0,Technology,01/09/2020,To Deliver A Solution That Will Provide Shopping Convenience To Every Consumer In India,Pune,,543000,Series A,
3338,Recordent,Harish Mamtani,2020,09,01,2019.0,Fintech,01/09/2020,A Technology-Enabled Platform That Helps Msmes To Increase Their Business Efficiency Through Collection Of Dues,Greater Hyderabad ,,0,,
3339,Mpl,"Shubham Malhotra, Sai Srinivas",2020,09,01,2018.0,Entertainment,01/09/2020,Mobile Premier League Is The Mobile E-Sports Platform Based In India.,Bangalore,"Base Partners, Go Ventures",90000000,Series C,
3340,Penny,"Iyad Aldalooj, Majid Aldalooj, Mohammed Ibrahim",2020,09,01,2020.0,SaaS,01/09/2020,Offer Various Development Solutions And Mainly Focus On Helping Startups,,,1300000,Early stage,
3341,Onsitego,Kunal Mahipal,2020,09,01,2010.0,SaaS,01/09/2020,Onsitego Is A Customer Service Company For Device And Appliance Repairs.,Greater Mumbai,"Accel, Zodius Capital",30000000,Series B,
3342,Vivriti Capital,"Aniket Deshpande, Gaurav Kumar, Irfan Mohammed, Soumendra Ghosh, Vineet Sukumar",2020,09,01,2017.0,Fintech,01/09/2020,Vivriti Capital Is A Marketplace For Small Enterprises And Individuals That Lack Efficient Access To Financial Services.,Chennai,"Aspada, Creation Investments Capital Management, Llc",1000000,Other,
3343,Insurancedekho,Ankit Agrawal,2020,09,01,2017.0,Fintech,01/09/2020,The Funding For Branding And Marketing Activities As Well As Strengthening The Product And Technology Teams,Ludhiana,Girnarsoft,20000000,Other,
3344,Precily,Bharath Rao,2020,09,01,2017.0,SaaS,01/09/2020,Precily Is Artificial Intelligence Platform For Enterprises That Increases Efficiency Of Workforce By Providing Ai Based Solutions.,,"Windrose Capital, Anil Advani",0,,
3345,Bestdoc,"Afsal Salu, Fayaz Bin Abdu, Soudabi",2020,09,01,2016.0,Health & Fitness,01/09/2020,An Intelligent Patient Relationship Management (Prm) System For Hospitals And Other Healthcare Providers In India.,Kochi,,2100000,Other,
3346,Byju’s,Byju Raveendran,2020,09,01,2011.0,EdTech,01/09/2020,An Indian Educational Technology And Online Tutoring Firm,Bangalore,"Owl Ventures, Tiger Global Management",500000000,Other,
3347,Smartclean,"Abhishek Mishra, Kush Agarwal, Lav Agarwal, Stella Hu",2020,09,01,2017.0,Technology,01/09/2020,Smartclean Technologies Is An Ai Company That Offers Data-Driven Cleaning Operations Designed For Facilities.,,"Seeds Capital, Aim Smart City",3400000,Series A,
3348,Melorra,"Krishna Kumar, Saroja Yeramilli",2020,09,01,2015.0,Fashion,01/09/2020,Melorra Is An Operator Of An Online Jewelry Store That Is Used To Offer Contemporary Jewelry.,Bangalore,"Jamshed Jeejeebhoy, Symphony International Holdings",12500000,Other,
3349,Clanconnect,"Kunal Kishore Sinha, Sagar Pushp",2020,09,01,,Consulting,01/09/2020,"Ai-Driven Influencer Marketing Platform Clanconnect.Ai, Which Helps Brands Make Their Campaigns More Data And Result-Oriented",Delhi,,600000,Early stage,
3350,Servify,Sreevathsa Prabhakar,2020,09,01,2015.0,SaaS,01/09/2020,Servify Is A Self-Learning Platform That Provides Device Management Services And Warranty Solutions.,Greater Mumbai,"Blume Ventures, Tetrao",23000000,Series C,
3351,Sharechat,"Ankush Sachdeva, Bhanu Pratap Singh, Bhanu Singh, Farid Ahsan",2020,09,01,2015.0,Platforms & Social Media,01/09/2020,Sharechat Is A Social Networking And Regional Content Platform.,Bangalore,"Lightspeed Venture Partners, Saif Partners",40000000,Series C,
3352,Rephrase.Ai,"Ashray Malhotra, Nisheeth Lahoti, Shivam Mangla",2020,09,01,2018.0,AI,01/09/2020,Rephrase.Ai Helps In Creating High-Quality Videos And Animations Through An Ai-Powered Visual Dubbing Tool.,Bangalore,"Techstars Bangalore Accelerator, Techstars",1500000,Early stage,
3353,Reliance,Dhirubhai Ambani,2020,09,01,1973.0,Other,01/09/2020,"Reliance Owns Businesses Across India Engaged In Energy, Petrochemicals, Textiles, Natural Resources",Greater Mumbai,"Facebook, Google, Kkr, Silver Lake",2200000000,Other,
3354,Inflexor Ventures,"Parampara Capital, Venkat Vallabhaneni, Jatin Desai",2020,09,01,2020.0,Fintech,01/09/2020,Experienced Venture Capital-General Partner Focused On Technology Investments.,Greater Mumbai,,10000000,Other,
3355,Melorra,"Saroja Yeramilli, R Krishnakumar",2020,09,01,2015.0,Fashion,01/09/2020,"Buy Latest Gold, Diamond & Gemstone Jewellery Designs Online Rings, Earrings, Necklace",Bangalore,"Shadows Holdings, Lightbox",8090000,Early Stage,
3356,Pandorum,Tuhin Bhowmick,2020,09,01,2011.0,IT,01/09/2020,A Bangalore Based Biotechnology Company With Focus On Tissue Engineering And Regenerative Medicine.,Bangalore,"021 Capital, Karnataka Information Technology Venture Capital Fund",5060000,Other,
