,Startup Name,Founding Date,Founder(s),Founder Gender,Industry/Vertical,City,Investor(s),Funding Date,Investment Type,Investment Amount (USD),Yearly GDP (% Growth),Unicorn Company,Valuation (B USD)
3901,Superk,2019.0,Neeraj Menta,,Retail,"Small Towns, Andhra Pradesh",Strive Vc,01/04/2021,Early stage,800000,8.95,,
3902,Tagz Foods,2019.0,"Anish Basu Roy, Sagar Bhalotia",,Food & Beverages,Bangalore,Venture Catalysts,01/04/2021,Series A,500000,8.95,,
3903,Fuel Buddy,2017.0,Aditya Singh,Male,Energy,New Delhi,Jaipuria Family Office,01/04/2021,Other,1000000,8.95,,
3904,M1Xchange,2017.0,Sundeep Mohindru,,Fintech,,Amazon,01/04/2021,Other,10000000,8.95,,
3905,Spintly,2017.0,Rohin Parkar,,Technology,Goa,Riso Capital,01/04/2021,Other,500000,8.95,,
3906,Ef Polymer,2018.0,Narayan Lal Gurjar,,Agritech,Rajsamand,Mtg Ventures,01/04/2021,Other,200000,8.95,,
3907,Boat,2016.0,"Aman Gupta, Sameer Mehta",,IT,New Delhi,"Qualcomm Ventures, Warburg Pincus",01/04/2021,Other,6000000,8.95,,
3908,Trunativ,2019.0,"Pranav Malhotra, Mamta Malhotra",,Food & Beverages,Greater Mumbai,9Unicorns,01/04/2021,,0,8.95,,
3909,Ibus,2010.0,"Ram Sellaratnam, Sunil Menon And Subash Vasudevan",,IT,Bangalore,Morgan Stanley,01/04/2021,Other,21000000,8.95,,
3910,Puresh Daily,2019.0,"Manish Piyush, Ayush Kumar",Male,Food & Beverages,Ranchi,"Alfa Ventures, Agility Venture Partners",01/04/2021,Early stage,100000,8.95,,
3911,Learnvern,2016.0,"Niral Modi, Aditi Modi",,EdTech,Ahmadabad,,01/04/2021,Other,1000000,8.95,,
3912,Limechat,2020.0,"Aniket Bajpai, Nikhil Gupta",,AI,Faridabad,"Stellaris Venture Partners, Ramakant Sharma",01/04/2021,Early stage,7500000,8.95,,
3913,Dybo,2019.0,Dhawal Jain,,IT,Bangalore,Spanache,01/04/2021,Early stage,100000,8.95,,
3914,Moeving,2021.0,Vikash Mishra,,Logistics & Supply Chain,,,01/04/2021,Early stage,1000000,8.95,,
3915,Wework India,2017.0,Karan Virwani,,Hospitality,Bangalore,,01/04/2021,Other,26000000,8.95,,
3916,Solethreads,2018.0,Vikram Iyer,Male,Fashion,,"Dsg Consumer Partners, Saama Capital",01/04/2021,Series A,1000000,8.95,,
3917,Beldara,2018.0,Bhagwan (Pradeep) Khandekar,,E-commerce,Greater Mumbai,Hindustan Media Ventures,01/04/2021,Other,7400000,8.95,,
3918,Credflow,2020.0,Kunal Aggarwal,,Fintech,New Delhi,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures",01/04/2021,Early stage,2000000,8.95,,
3919,Do Your Thng,2018.0,Ankit Agarwal,Male,Consulting,,"Angelbay Holdings, Faad Network",01/04/2021,Other,1500000,8.95,,
3920,Oye Rickshaw,2017.0,"Akash Deep, Mohit Sharma",Male,Transportation,,"Alteria Capital, Chiratae Ventures",01/04/2021,Other,3000000,8.95,,
3921,Legitquest,2017.0,"Himanshu Puri, Karan Kalia, Rohit Shukla",Male,Consulting,New Delhi,"Waterbridge Ventures, Info Edge",01/04/2021,Other,600000,8.95,,
3922,Swiggy,2014.0,"Nandan Reddy, Rahul Jaimini, Sriharsha Majety",,Food & Beverages,Bangalore,"Carmignac, Falcon Edge Capital",01/04/2021,Other,800000000,8.95,Yes,10.7
3923,Antwak,2019.0,"Basav Nagur, Joybroto Ganguly, Sudhanshu Shekhar, Sumit Gupta, Sriramkumar Sundararaman",,EdTech,Bangalore,"Vaibhav Domkundwar, Kunal Shah",01/04/2021,,0,8.95,,
3924,Playshifu,2016.0,"Dinesh Advani, Vivek Goyal",,EdTech,Bangalore,"Chiratae Ventures, Bharat Innovation Fund",01/04/2021,Series B,17000000,8.95,,
3925,Pitstop,2015.0,"Mihir Mohan Mishra, Nirant Ramakuru, Ruchi Deepak",Male,Automotive,Bangalore,"Acko Technology, Services, Letsventure",01/04/2021,Series B,3500000,8.95,,
3926,Lendingkart,1999.0,"Harshvardhan Lunia, Mukul Sachan",Male,Fintech,,"Bertelsmann India Investments, Fullerton Financial Holdings",01/04/2021,Series A,15000000,8.95,,
3927,Cred,2018.0,Kunal Shah,Male,Fintech,Bangalore,"Dragoneer Investment Group, Tiger Global Management",01/04/2021,Series D to late stage,215000000,8.95,,
3928,Karnival,2015.0,Neeraj Tyagi,Male,SaaS,Bangalore,Http://100X.Vc/,01/04/2021,Early stage,2500000,8.95,,
3929,Pharmeasy,2015.0,"Dharmil Sheth, Dhaval Shah, Mikhil Innani",,Health & Fitness,Greater Mumbai,"Tpg Growth, Caisse De Depot Et Placement Du Quebec",01/04/2021,Series D to late stage,350000000,8.95,,
3930,Wess,1989.0,Hitesh Doshi,,Energy,Greater Mumbai,Centrum Financial Services,01/04/2021,Early stage,2000000,8.95,,
3931,Shopse,2020.0,"Pallav Jain, Abhishek Nimonkar, Yagnesh Desai",,Fintech,Greater Mumbai,"Chiratae Ventures, Beenext",01/04/2021,Other,5500000,8.95,,
3932,Fantasy Akhada,2020.0,Amit Purohit,Male,Entertainment,,Harsha Bhogle,01/04/2021,Other,600000,8.95,,
3933,Rage Coffee,2018.0,Bharat Sethi,Male,Food & Beverages,New Delhi,"Getvantage, Prakash Katama",01/04/2021,,0,8.95,,
3934,Groww,2017.0,"Harsh Jain, Ishan Bansal, Lalit Keshre, Neeraj Singh",Male,Fintech,Bangalore,"Tiger Global Management, Y Combinator Continuity Fund",01/04/2021,Series D to late stage,83000000,8.95,Yes,3.0
3935,Avanti Finance,2016.0,"Ratan Tata, Nandan Nilekani",,Fintech,Bangalore,Michael & Susan Dell Foundation,01/04/2021,Series A,26000000,8.95,,
3936,Kudos,2014.0,Naresh Vigh,Male,Fintech,Pune,Marquee Fintech Founders,01/04/2021,,0,8.95,,
3937,Ofbusiness,2015.0,"Asish Mohapatra, Bhuvan Gupta, Chandranshu Sinha, Nitin Jain, Ruchi Kalra, Ruchi Kalra, Srinath Ramakkrushnan, Vasant Sridhar",,Fintech,,"Falcon Edge India, Norwest Venture Partners",01/04/2021,Other,110000000,8.95,,
3938,Superpro.Ai,2019.0,"Gaurav Tripathi, Sagar Ramteke, Vijay Goel, Vivek Kumar",,Entertainment,Bangalore,"Sosv, Omphalos Ventures India",01/04/2021,Early stage,3000000,8.95,,
3939,Sharechat,2015.0,"Ankush Sachdeva, Bhanu Pratap Singh, Farid Ahsan",,Platforms & Social Media,Bangalore,"Twitter Ventures, Pawan Munjal",01/04/2021,Other,500000000,8.95,,
3940,Wit-Ace,2020.0,Anuranjita Kumar,,Consulting,,Citiustech,01/04/2021,Early stage,1000000,8.95,,
3941,Spinny,2015.0,"Mohit Gupta, Niraj Singh, Ramanshu Mahaur",,Retail,,"Arena Holdings, Think Investments",01/04/2021,Series C,65000000,8.95,Yes,1.8
3942,Alteria Capital,2018.0,Vinod Murali,Male,Fintech,Greater Mumbai,,01/04/2021,,0,8.95,,
3943,Safexpay,2017.0,Ravi Gupta,Male,Fintech,Thane,"T Choithrams Bvi, Ardor",01/04/2021,Other,6000000,8.95,,
3944,Pumpumpum,2018.0,"Tarun Lawadia, Sameer Kalra",,Other,,"Kogta Financial India Limited, Icici Bank",01/04/2021,Series A,700000,8.95,,
3945,Speciale Invest,2017.0,"Vishesh Rajaram, Arjun Rao",,Fintech,Bangalore,,01/04/2021,Other,10000000,8.95,,
3946,Eunimart,2016.0,"Saikat Roy, Shayak Mazumder",,E-commerce,Greater Hyderabad ,"Sucseed Venture Partners, Tmt Connekt",01/04/2021,Series A,700000,8.95,,
3947,Meesho,2015.0,"Sanjeev Barnwal, Vidit Aatrey",,E-commerce,Bangalore,"Saif Partners, Venture Highway",01/04/2021,Other,300000000,8.95,Yes,4.9
3948,Careerlabs,2019.0,"Pn Santosh, Prasanna Alagesan, Krithika Srinivasan",,EdTech,Bangalore,Global Founders Capital,01/04/2021,,0,8.95,,
3949,Uable,2020.0,Saurabh Saxena,Male,EdTech,Bangalore,"Jafco Asia, Chiratae Ventures",01/04/2021,Series A,35000000,8.95,,
3950,Zoko,2016.0,"Arjun Paul, Aromal Sivadasan",Male,Technology,Bangalore,Y Combinator,01/04/2021,Early stage,140000000,8.95,,
3951,Getwork,2019.0,Rahul Veerwal,,Consulting,,Artha Venture Fund,01/04/2021,,0,8.95,,
3952,Easebuzz,2015.0,Rohit Prasad,Male,E-commerce,Pune,"Jitendra Gupta, Amrish Rau",01/04/2021,Series A,4000000,8.95,,
3953,Chingari,2018.0,Sumit Ghosh,Male,Platforms & Social Media,Bangalore,"Fj Labs, Brian Norgard",01/04/2021,Other,13000000,8.95,,
3954,Dusminute,2017.0,Apoorva Mishra,,Retail,Bangalore,Indian Angel Network,01/04/2021,,0,8.95,,
3955,Onsurity,2020.0,"Kulin Shah, Yogesh Agarwal",Male,Health & Fitness,Bangalore,"Jitendra Gupta, Harsh Shah",01/04/2021,,0,8.95,,
3956,Lenskart,2010.0,"Amit Chaudhary, Peyush Bansal",,Fashion,Faridabad,"Kohlberg Kravis Roberts, Temasek Holdings",01/05/2021,Other,95000000,8.95,Yes,4.5
3957,Parksmart,2018.0,"Prateek Garg, Rahul Gupta, Ratan Anmol Sethi, Rishabh Nagpal, Vishva Sharma",,Automotive,New Delhi,"Shireen Rangaswamy, Dilesh Gathani",01/05/2021,,0,8.95,,
3958,Virohan,2018.0,"Archit Jayasal, Kunaal Dudeja, Nalin Saluja, Paarul Dudeja",Male,EdTech,,"Rebright Partners, Wadhwani Foundation",01/05/2021,Series A,3000000,8.95,,
3959,Banksathi,2019.0,Jitendra Dhaka,,Fintech,New Delhi,"Dinesh Godara, Aditya Talwar",01/05/2021,Early stage,200000,8.95,,
3960,Spark Studio,2020.0,Anushree Goenka,,EdTech,Bangalore,Better Capital,01/05/2021,,0,8.95,,
3961,Blissclub,2020.0,Minu Margeret,,Fashion,Bangalore,Elevation Capital,01/05/2021,Early stage,2000000,8.95,,
3962,Bricspaces,2018.0,Madhusudhan,,Real Estate,Bangalore,Angel Investors,01/05/2021,Early stage,350000,8.95,,
3963,Ansr,2008.0,Lalit Ahuja,,Consulting,Bangalore,"Sistema Asia Capital, Evolvence India Fund",01/05/2021,Series B,15000000,8.95,,
3964,Keito,2016.0,Amal P S,,AI,Pune,"Rajesh Agarwal, Nandkishore Mundada",01/05/2021,,0,8.95,,
3965,Reccy Adventures,2019.0,"Amit Chowdhury, Siddhartha Chatterjee, Tapas Pal",Male,Entertainment,,"Kallol Banerjee, Jaydeep Barman",01/05/2021,Early stage,400000,8.95,,
3966,Magenta Ev,2017.0,"Maxson Lewis, Darryl Dias",,Energy,Greater Mumbai,"Jito Angel Network, Letsventure",01/05/2021,Series A,15000000,8.95,,
3967,Karbon Card,2019.0,"Amit Jangir, Bo Li, Jianwei Chen, Kartik Jain, Pei-Fu Hsieh, Sunil Kumar",,Fintech,Bangalore,"Myasia Vc, Orios Venture Partners",01/05/2021,,0,8.95,,
3968,Wysa,2015.0,"Jo Aggarwal, Ramakant Vempati",,AI,Bangalore,"W Health Ventures, Pi Ventures",01/05/2021,Series A,5000000,8.95,,
3969,Agnikul,2017.0,"Moin Spm, Satyanarayanan Chakravarthy, Srinath Ravichandran",,IT,Chennai,"Artha India Ventures, Sriram Krishnan",01/05/2021,Series A,11000000,8.95,,
3970,Legalpay,2019.0,Kundan Shahi,,Fintech,New Delhi,9Unicorns,01/05/2021,,0,8.95,,
3971,Glamplus,2020.0,Divyanshu Singh,,SaaS,Bangalore,Inflection Point Ventures,01/05/2021,Series A,200000,8.95,,
3972,Tekie,2017.0,"Anand Verma, Naman Mukund",Male,EdTech,,"Gsv, Multiply Ventures",01/05/2021,Early stage,1500000,8.95,,
3973,Asirvad Microfinance,2007.0,Raja Vaidyanathan,Male,Fintech,Chennai,"Worldbusiness Capital, Northern Arc",01/05/2021,Other,15000000,8.95,,
3974,Avalon Labs,2017.0,Varun Mayya,Male,Fintech,Bangalore,"Tanglin Ventures, Better Capital, Whiteboard Capital",01/05/2021,,0,8.95,,
3975,Betterhalf.Ai,2016.0,"Rahul Namdev, Pawan Gupta",,Other,Bangalore,"Y Combinator, Rehan A Khan",01/05/2021,Series A,3000000,8.95,,
3976,Koo,2020.0,"Aprameya Radhakrishna, Mayank Bidawatka",,Platforms & Social Media,Bangalore,"Balaji Srinivasan, Naval Ravikant",01/05/2021,Series B,30000000,8.95,,
3977,Mentoria,2015.0,"Ashish Arora, Nikhar Arora, Sameer Bhakhri",Male,EdTech,Greater Mumbai,"Pradeep K Jaisingh, Jayant Mehrotra",01/05/2021,Series A,200000,8.95,,
3978,Cuvette Tech,2020.0,"Atul Singhal, Sudhanshu Singh",Male,Consulting,Bangalore,"Varun Alagh, Harish Daiya",01/05/2021,Early stage,1800000,8.95,,
3979,Clensta,2016.0,Puneet Gupta,Male,Health & Fitness,New Delhi,"Ian Fund, World Startup Factory",01/05/2021,,0,8.95,,
3980,Farmart,2015.0,"Alekh Sanghera, Mehtab Singh Hans",,Agritech,,"Omidyar Network India, Avaana Capital",01/05/2021,Series A,24000000,8.95,,
3981,Kodo Card,2019.0,"Deepti Sanghi, Gaurav Thapa",Female,Fintech,Greater Mumbai,"Brex, Y-Combinator",01/05/2021,Early stage,8000000,8.95,,
3982,Polygon,2017.0,"Jaynti Kanani, Sandeep Nailwal, Anurag Arjun",,Fintech,Greater Mumbai,"Mark Cuban, Mih Ventures",01/05/2021,,0,8.95,Yes,10.0
3983,Get My Parking,2015.0,"Chirag Jain, Rasik Pansare",Male,Automotive,New Delhi,"Ivycap Ventures, Ian Fund",01/05/2021,Other,6000000,8.95,,
3984,Cellestial,2019.0,Siddhartha Durairajan,,IT,Greater Hyderabad ,"Gurj Aujla, Ashik K",01/05/2021,Series A,500000,8.95,,
3985,Fancode,2019.0,Yannick Colaco,,Entertainment,Greater Mumbai,Dream Sports,01/05/2021,Other,50000000,8.95,,
3986,Jai Kisan,2017.0,"Adriel Maniego, Arjun Ahluwalia",,Fintech,Greater Mumbai,"The Chatterjee Group, Prophetic Ventures",01/05/2021,Series A,30000000,8.95,,
3987,Plum,2019.0,"Abhishek Poddar, Saurabh Arora",Male,Health & Fitness,Bangalore,"Harsh Jain, Lalit Keshre",01/05/2021,Series A,15000000,8.95,,
3988,Thatmate,2019.0,Nishant Neeraj,,Health & Fitness,Satara,"Supriya Kumari, Premanshu Singh",01/05/2021,Other,140000,8.95,,
3989,Klassroom,2016.0,Alka Javeri,Female,EdTech,Greater Mumbai,Ah! Ventures,01/05/2021,Series A,200000,8.95,,
3990,Convin,2019.0,"Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary",Male,SaaS,Bangalore,"9Unicorns Accelerator Fund, Sunder Nookala",01/05/2021,Early stage,300000,8.95,,
3991,Mensa Brands,2021.0,Ananth Narayanan,,Fashion,Bangalore,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners",01/05/2021,Series A,50000000,8.95,Yes,1.2
3992,Disruptium,2021.0,"Yash Shah, Kapil Mathrani, Ishit Desai",Male,Consulting,Ahmadabad,Pravesh Mehta,01/05/2021,Other,200000,8.95,,
3993,Medtel Healthcare,2017.0,"Ajit Choudhury, Lalit Ranjan Manik, Manish Kumar Swain, Shashank Singhal, Siba Prasad Panda",,Health & Fitness,,,01/05/2021,Series A,5000000,8.95,,
3994,Pickright Technologies,2019.0,"Namandeep Bhatia, Archana E",,Fintech,Bangalore,"Gaurav Gupta, Vivek Srivatsav",01/05/2021,Other,200000,8.95,,
3995,Ingenium,2018.0,"Pramudit Somvanshi, Mohit Patel, Aakash Gupta",,EdTech,New Delhi,Lead Angels,01/05/2021,,0,8.95,,
3996,Bharatpe,2018.0,"Ashneer Grover, Bhavik Koladiya, Shashvat Nakrani",,Fintech,New Delhi,"Amplo, Insight Partners",01/05/2021,Early Stage,6000000,8.95,,
3997,Rulezero,2019.0,"Satish Mugulavalli, Srinivas Katta",Male,Technology,Bangalore,"Induslaw, Reddy Futures",01/05/2021,Early stage,1000000,8.95,,
3998,Rubix Data Sciences,2018.0,Mohan Ramaswamy,Male,IT,Greater Mumbai,,01/05/2021,Early stage,800000,8.95,,
3999,Locobuzz,2011.0,Vishal Agrawal,Male,Consulting,Greater Mumbai,Yuj Ventures,01/05/2021,Series A,4000000,8.95,,
4000,We Founder Circle,2020.0,Neeraj Tyagi,Male,Fintech,Greater Mumbai,Geekster,01/05/2021,Early stage,2000000,8.95,,
4001,Haqdarshak,2015.0,"Aniket Doegar, Asha Krishnan, Pr Ganapathy",Male,Fintech,Jaipur,"Manish Subramaniam, Upaya Social Ventures",01/05/2021,Series A,800000,8.95,,
4002,Celcius,2020.0,"Swarup Bose, Rajneesh Raman, Arbind Jain",,Logistics & Supply Chain,Greater Mumbai,Eaglewings Ventures,01/05/2021,,0,8.95,,
4003,Enthu.Ai,2020.0,"Tushar Jain, Vishal Verma",,AI,Chandigarh,Appit Simple Infotek,01/05/2021,Other,200000,8.95,,
4004,Myelin Foundry,2019.0,"Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann",,AI,Bangalore,Beyond Next Ventures,01/05/2021,Series A,1000000,8.95,,
4005,Superops.Ai,2020.0,"Arvind Parthiban, Jayakumar Karumbasalam",,AI,Chennai,"Ramakant Sharma, Elevation Capital",01/05/2021,Early stage,3000000,8.95,,
4006,6Degree,2014.0,"Amit Bhardwaj, Nikhil Hegde",Male,Retail,Greater Mumbai,"Keiretsu Forum, Sucseed Venture Partners",01/05/2021,Other,1000000,8.95,,
4007,Teachmint,2020.0,"Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain",,EdTech,Bangalore,"Lightspeed India Partners, Cm Ventures",01/05/2021,Series A,16500000,8.95,,
4008,Sarathi,2020.0,Aditi Poyam,Female,Health & Fitness,Jodhpur,,01/05/2021,Early stage,100000,8.95,,
4009,Jidoka Technologies,2018.0,Sekar Udayamurthy,,SaaS,Chennai,,01/05/2021,Early stage,340000,8.95,,
4010,Rapido,2015.0,"Aravind Sanka, Pavan Guntupalli, Rishikesh Sr",,Transportation,Bangalore,"Skycatcher, Nexus Venture Partners",01/05/2021,Series C,43000000,8.95,,
4011,Byju'S,2011.0,"Byju Raveendran, Divya Gokulnath",,EdTech,Bangalore,"Tiga Investments, Baron Capital",01/05/2021,Other,150000000,8.95,,
4012,Elasticrun,2015.0,"Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal",,E-commerce,Pune,"Avataar Venture Partners, Kalaari Capital",01/05/2021,Series D to late stage,75000000,8.95,,
4013,Avail Finance,2017.0,"Ankush Aggarwal, Tushar Mehndiratta",Male,Fintech,Bangalore,"Alteria Capital, Matrix Partners India",01/05/2021,Early Stage,3000000,8.95,,
4014,Nivesh,2016.0,"Anurag Garg, Sridhar Srinivasan",Male,Fintech,Noida,"Raghav Kapur, Indian Angel Network",01/05/2021,Series A,1600000,8.95,,
4015,Thingsup,2020.0,"Akshay Ghadage, Pranav Naiknavare",Male,Platforms & Social Media,Pune,Gsf Accelerator,01/05/2021,Other,1000000,8.95,,
4016,Arthya Wealth And Investments,2020.0,Gaurav Arora,,Fintech,Greater Mumbai,"Rishi Kumar Bagla, Krishen Lal Khanna",01/05/2021,Series A,1000000,8.95,,
4017,Accio Robotics,2020.0,"Tuhin Sharma, Pranav Srinivasan",,IT,Bangalore,Uday Sodhi,01/06/2021,,0,8.95,,
4018,Delhivery,2011.0,"Bhavesh Manglani, Kapil Bharati, Mohit Tandon, Sahil Barua, Suraj Saharan",Male,Logistics & Supply Chain,,"Fidelity, Gic",01/06/2021,Series D to late stage,270000000,8.95,,
4019,Avishkaar,2014.0,"Rajeev Gaba, Tarun Bhalla",Male,EdTech,New Delhi,Auxano,01/06/2021,Series A,600000,8.95,,
4020,Jobsgaar,2020.0,Atul Pratap Singh,Male,Platforms & Social Media,New Delhi,Sucseed Indovation Fund,01/06/2021,Early stage,140000,8.95,,
4021,Almo,2020.0,Abhishek Shah,Male,Fashion,,Angelist India,01/06/2021,,0,8.95,,
4022,Breathe Well-Being,2015.0,"Aditya Kaicker, Rohan Verma",,Health & Fitness,New Delhi,"Stanford Angels And Entrepreneurs India, Anjali Bansal",01/06/2021,Series A,1000000,8.95,,
4023,Galaxeye,2020.0,"Denil Chawda, Kishan Thakkar, Pranit Mehta, Satyanarayanan Chakravarthy, Suyash Singh",,IT,Chennai,Speciale Invest,01/06/2021,,0,8.95,,
4024,Good Health Clinic,2021.0,Samarth Sindhi,,Health & Fitness,Greater Hyderabad ,Khosla Ventures,01/06/2021,Other,5000000,8.95,,
4025,Urban Company,2014.0,"Abhiraj Singh Bhal, Raghav Chandra, Varun Khaitan",,SaaS,New Delhi,"Vy Capital, Wellington Management",01/06/2021,Series D to late stage,250000000,8.95,Yes,2.1
4026,Mybyk,2014.0,Arjit Soni,,Other,Ahmadabad,Avon Cycles,01/06/2021,Series A,1000000,8.95,,
4027,Locus,2015.0,"Geet Garg, Nishith Rastogi",,Logistics & Supply Chain,Bangalore,"Blume Ventures, Exfinity Venture Partners",01/06/2021,Series C,50000000,8.95,,
4028,Crejo.Fun,2020.0,Vikas Bansal,Male,EdTech,Bangalore,"Matrix Partners India, 021 Capital",01/06/2021,,0,8.95,,
4029,Bambinos,2020.0,"Ashish Gupta, Ankit Hetamsaria",Male,EdTech,Bangalore,"Hnis, Angels",01/06/2021,Early stage,500000,8.95,,
4030,Kreditbee,2018.0,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong",,Fintech,Bangalore,"Newquest Capital Partners, Motilal Oswal Private Equity",01/06/2021,Other,8000000,8.95,,
4031,Spardha,2016.0,"Saurabh Srivastav, Amrita Srivastav",Male,EdTech,Pune,Inflection Point Ventures,01/06/2021,Series A,400000,8.95,,
4032,Onelife Nutriscience,2019.0,Gaurav Aggarwal,Male,Health & Fitness,Greater Mumbai,Lasons India,01/06/2021,,0,8.95,,
4033,Flatheads,2019.0,"Ganesh Balakrishnan, Utkarsh Biradar",Male,Fashion,Bangalore,"Pankaj Chaddah, Srivatsan Rajan",01/06/2021,,0,8.95,,
4034,Fable Fintech,2015.0,Naushad Contractor,,Fintech,Greater Mumbai,Paytm,01/06/2021,,0,8.95,,
4035,Holisol,2009.0,"Manish Ahuja, Naveen Rawat, Rahul Dogar",Male,Logistics & Supply Chain,New Delhi,"Blacksoil, Clsa Capital Partners",01/06/2021,Other,3000000,8.95,,
4036,Now&Me,2018.0,"Bani Singh, Drishti Gupta",,Health & Fitness,New Delhi,"Saama, Whiteboard Capital",01/06/2021,Other,1000000,8.95,,
4037,Fyllo,2019.0,"Sudhanshu Rai, Sumit Sheoran",,Agritech,Bangalore,"Indian Angel Network, Titan Capital, Lead Angels",01/06/2021,Early stage,400000,8.95,,
4038,Blaer Motors,2014.0,Abinesh Ekambaram,,Automotive,Chennai,The Chennai Angels,01/06/2021,Other,300000,8.95,,
4039,Swiflearn,2019.0,"Abhinav Agarwal, Anand Bakode",Male,EdTech,,"Venture Highway, Stellaris Venture Partners",01/06/2021,Series A,3000000,8.95,,
4040,Cashfree,2015.0,"Akash Sinha, Reeju Datta",Male,Fintech,Bangalore,"State Bank Of India, Y Combinator",01/06/2021,,0,8.95,,
4041,Quicksell,2017.0,Deepak Bhagchandani,,E-commerce,Greater Mumbai,"Sanjay Baldwa, Ajay Jain",01/06/2021,Series A,2000000,8.95,,
4042,Truemeds,2019.0,"Akshat Nayyar, Kunal Wani",Male,Health & Fitness,Greater Mumbai,Infoedge,01/06/2021,Series A,5000000,8.95,,
4043,Candes,2015.0,"Sandeep Aggarwal, Vipin Aggarwal",Male,E-commerce,New Delhi,"Nitin Passi, Ruchirans Jaipuria",01/06/2021,Other,3000000,8.95,,
4044,Medibuddy,2000.0,"Satish Kannan, Enbasekar",,Health & Fitness,Bangalore,"Stride Ventures, Innoven Capital",01/06/2021,Other,3000000,8.95,,
4045,F5,2018.0,"Lalit Aggarwal, Raghav Arora",Male,Food & Beverages,New Delhi,"Venture Catalysts, Jeevak Gupta",01/06/2021,Series A,300000,8.95,,
4046,Capital Float,2013.0,"Gaurav Hinduja, Sashank Rishyasringa",,Fintech,Bangalore,"Triodos Investment Management, Saif Partners",01/06/2021,Other,6000000,8.95,,
4047,Intellewings,2019.0,Pramod Sharma,,IT,Panchkula,,01/06/2021,Early stage,100000,8.95,,
4048,Shyplite,2016.0,"Nisschal Jain,  Sugam Jain, Parinay Itkan",,Logistics & Supply Chain,New Delhi,N+1 Capital,01/06/2021,Other,1000000,8.95,,
4049,Refyne,2020.0,"Chitresh Sharma, Apoorv Kumar",,Fintech,Bangalore,"Dst Global, Rtp Global",01/06/2021,Series A,20000000,8.95,,
4050,Greenjoules,2018.0,"R. Sethunath, V S Shridhar, V. Radhika, Viraraghavan Sankaran",,Energy,Pune,Blue Ashva Capital,01/06/2021,Series A,4500000,8.95,,
4051,Mentorkart,2018.0,"Ashish Khare, Sk Mohanty",,Consulting,New Delhi,"Amit Singal, Manish Aggarwal",01/06/2021,Early stage,150000,8.95,,
4052,Leverage Edu,2017.0,Akshay Chaturvedi,Male,EdTech,New Delhi,"Trifecta Capital Advisors, Blume Ventures",01/06/2021,Early Stage,2000000,8.95,,
4053,Kale Logistics,2010.0,"Amar More, Vipul Jain",Male,Logistics & Supply Chain,Thane,Inflexor Ventures,01/06/2021,Series A,5000000,8.95,,
4054,Customerglu,2016.0,"Prateek Gupta, Raman Shrivastava, Sumant Us",,SaaS,Bangalore,"Kumar Aakash, Amit Singhal",01/06/2021,Other,320000,8.95,,
4055,Cell Propulsion,2016.0,"Nakul Kukar, Paras Kaushal",,Automotive,Bangalore,Growx Ventures,01/06/2021,Other,2000000,8.95,,
4056,Wellbeing Nutrition,2019.0,Avnish Chhabria,Male,Health & Fitness,Greater Mumbai,Klub,01/06/2021,,0,8.95,,
4057,Pee Safe,2013.0,"Dheeraj Jain, Srijana Bagaria, Vikas Bagaria",Male,Health & Fitness,,"Shaival Desai, Alkemi Venture Partners",01/06/2021,Series B,3000000,8.95,,
4058,Chqbook,2017.0,"Mohit Goel, Rajat Kumar, Sachin Arora, Vipul Sharma",Male,Fintech,New Delhi,"Aavishkaar Venture Capital, Ywc Venture Capital",01/06/2021,Other,1000000,8.95,,
4059,Simplicontract,2020.0,"Guru Venkatesan, Jinaraj Pg, Makesh Kumar",,SaaS,Bangalore,Kalaari Capital,01/06/2021,Early stage,1800000,8.95,,
4060,Dropshop,2019.0,"Udit Dhawan, Rohit Fernandes, Ravi Teja",,Logistics & Supply Chain,Bangalore,Inflection Point Ventures,01/06/2021,Series A,1000000,8.95,,
4061,Jumbotail,2015.0,"Ashish Jhina, Karthik Venkateswaran",,E-commerce,Bangalore,Alteria Capital,01/06/2021,Early Stage,4000000,8.95,,
4062,Byju'S,2011.0,"Byju Raveendran, Divya Gokulnath",,EdTech,Bangalore,"Tiga Investments, Baron Capital",01/06/2021,Other,350000000,8.95,,
4063,Power Gummies,2018.0,Divij Bajaj,,Health & Fitness,New Delhi,"Venture Catalysts, 9Unicorns",01/06/2021,Other,1000000,8.95,,
4064,Convosight,2019.0,Tarun Dhamija,Male,SaaS,New Delhi,Qualgro,01/06/2021,Series A,9000000,8.95,,
4065,Junio,2020.0,Ankit Gera,Male,Fintech,New Delhi,"Amit Lakhotia, Pravin Jadhav",01/06/2021,Early stage,600000,8.95,,
4066,Wherehouse.Io,2020.0,"Vaibhav Chawla, Jeevan Prakash, Lavelesh Sharma",,Logistics & Supply Chain,New Delhi,Better Capital,01/06/2021,,0,8.95,,
